%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: False in 14 iterations, b'ABNORMAL_TERMINATION_IN_LNSRCH'
%.kernel.kernels[0].variance: 1.9964161473271236
%.kernel.kernels[0].lengthscales: [4.13159138e+02 2.24585695e+04 1.10353569e+04 2.67031699e+03 3.05039538e+02 8.39384827e+02 1.23834284e+03 6.71884050e+03 1.25873608e+04 5.22150389e-03 1.11855101e+03 1.11012221e+03 2.32240972e+04 2.18262978e+04 4.01654117e-02 6.62366648e+01 2.96994918e+02 6.55076081e+01 3.05619343e-05 2.70215813e+04]
%.kernel.kernels[1].variance: 0.06280166710827516
%.likelihood.variance: 0.5027438939453613
%loglikelihood: -4306.064654210363
%RMSE:1.750
%Pearson_correlation_coefficient:0.640,P-value:0.000
%Spearman_correlation_coefficient:0.653,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4,cc_N.N_4
10gs,-0.4352,2.0171,-0.0992,0.0874,0.3245,-0.7368,-0.733,-0.0022,0.9965,0.6023,0.6204,0.708,-0.7862,0.9618,0.0074,0.3878,0.9317,0.3581,-0.7977,0.2268,1.481,-0.6259,1.3919
1a30,-0.5578,1.8122,-2.1992,-0.106,-0.3816,-2.0398,-0.403,3.4866,-1.2648,0.0153,0.2143,0.3955,-0.2658,0.9901,0.2046,0.8693,1.5469,0.8862,-0.7977,0.6581,-0.361,-0.6259,-0.7154
1a69,-0.8207,2.0039,-1.1992,-0.3381,-0.6373,-0.8482,-1.2216,-0.5036,-0.5584,-0.038,-0.168,-0.1388,0.4076,-0.6777,-0.0232,-1.2824,0.2424,0.0941,-0.258,0.2268,-0.9013,-0.3938,-0.013
1abf,-0.0731,0.4040,-1.0792,-1.0261,-1.2927,-0.8463,-0.9207,0.4541,-1.2648,-0.8651,0.7487,-1.9478,1.6397,-0.7412,0.0892,-1.0869,0.2506,0.0941,-0.7977,-0.6359,-0.9013,-0.6259,-0.7154
1ai5,-1.9942,0.1203,-2.7792,-0.9523,-1.1676,-0.1882,-0.9773,0.4611,-0.0055,-1.0785,-0.9024,-0.7776,0.3311,0.9863,-0.8556,0.0096,-0.6983,-0.6979,-0.7977,-0.6359,-0.4249,-0.6259,-0.7154
1ajp,-1.4107,2.0040,-4.2692,-1.0816,-1.2251,-0.3454,-0.4255,0.4273,-0.5161,-1.1586,-0.8473,-0.7506,0.4842,0.9862,-1.022,-0.3005,-0.0634,-0.1699,-0.7977,-0.8515,-0.9013,-0.3938,-0.7154
1ajq,-1.8315,1.7968,-2.1892,-1.3659,-1.3715,-0.1397,-0.721,0.0973,-0.5595,-1.2119,-0.5401,-0.8941,1.1576,0.9859,-0.8139,-0.3332,-0.6983,-0.6979,-0.7977,-1.2828,-0.6631,-0.6259,-0.7154
1apw,0.5110,2.0570,1.5008,0.5267,0.5033,0.3495,0.0937,5.0057,-1.2648,0.5489,1.0798,1.7275,0.0327,-0.7789,-0.2059,1.6339,0.3236,0.0941,-0.7977,0.2268,1.2598,-0.6259,-0.7154
1avn,-1.4283,2.0120,-2.5992,-1.9029,-1.2976,-0.4074,-1.2216,0.192,-0.6906,-2.0123,-0.9741,-2.0767,1.1576,-1.0646,-0.8317,-0.2847,-0.6493,-1.2259,-0.258,-1.0672,-0.9013,-0.3938,0.6895
1ax0,-1.3907,2.0053,-3.3692,-1.0493,-1.0719,-1.1258,-1.2216,0.5891,-1.2648,-0.9184,0.2159,-0.2083,1.2341,-0.6777,-0.4467,-0.761,0.5805,0.3581,-0.7977,-0.2045,-0.9013,-0.3938,-0.013
