%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 6 iterations, b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
%.kernel.kernels[0].variance: 2.0183604130151993
%.kernel.kernels[0].lengthscales: [4.12866646e+02 2.00012004e-01 2.00021216e-01 2.00091780e-01 2.00036739e-01 2.00013333e-01 1.23833724e+03 6.71884047e+03 2.00053887e-01 2.00031667e-01 2.00101982e-01 1.11013537e+03 2.00057301e-01 2.00135299e-01 2.00093130e-01 2.00090823e-01 2.00053641e-01 2.00002572e-01 2.00238194e-01 3.66358684e+00]
%.kernel.kernels[1].variance: 0.07957760785631769
%.likelihood.variance: 0.1774772113686588
%loglikelihood: -97.5620151850489
%RMSE:1.891
%Pearson_correlation_coefficient:0.551,P-value:0.000
%Spearman_correlation_coefficient:0.593,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4,cc_N.N_4
10gs,0.5724,2.6743,0.1154,0.4305,0.6741,-1.0408,-0.6389,0.0511,1.2103,0.9657,0.9021,0.8533,-1.0487,1.065,0.4321,0.6092,1.4665,0.6317,-0.8966,0.5888,1.7824,-0.6529,2.1396
1a30,-1.5150,3.2327,-1.9846,0.2104,-0.155,-2.6369,-0.3084,4.3971,-1.3849,0.3184,0.465,0.5732,-0.4695,1.0907,0.7279,1.1488,2.2465,1.2334,-0.8966,1.129,-0.2715,-0.6529,-0.8598
1a69,-0.9273,2.2213,-0.9846,-0.0537,-0.4552,-1.1773,-1.1285,-0.5735,-0.5742,0.2595,0.0535,0.0941,0.2801,-0.424,0.3861,-1.2628,0.5924,0.3309,-0.2237,0.5888,-0.8739,-0.3853,0.14
1abf,-1.8358,2.3048,-0.8646,-0.8364,-1.2248,-1.175,-0.827,0.6196,-1.3849,-0.6527,1.0402,-1.528,1.6515,-0.4817,0.5548,-1.0436,0.6028,0.3309,-0.8966,-0.4916,-0.8739,-0.6529,-0.8598
1ai5,-1.9466,2.2298,-2.5646,-0.7523,-1.078,-0.3687,-0.8837,0.6283,0.0604,-0.8881,-0.737,-0.4787,0.1949,1.0872,-0.8627,0.1853,-0.6003,-0.5716,-0.8966,-0.4916,-0.3426,-0.6529,-0.8598
1ajp,-1.9387,2.1918,-4.0546,-0.8995,-1.1454,-0.5613,-0.3309,0.5862,-0.5256,-0.9763,-0.6777,-0.4545,0.3653,1.0871,-1.1124,-0.1623,0.2047,0.0301,-0.8966,-0.7617,-0.8739,-0.3853,-0.8598
1ajq,-2.0556,2.2491,-1.9746,-1.2229,-1.3174,-0.3093,-0.627,0.1751,-0.5754,-1.0352,-0.3471,-0.5832,1.1148,1.0869,-0.8002,-0.1989,-0.6003,-0.5716,-0.8966,-1.3019,-0.6083,-0.6529,-0.8598
1apw,0.1266,4.2056,1.7154,0.9303,0.884,0.2899,0.1891,6.2895,-1.3849,0.9069,1.3966,1.7675,-0.1373,-0.5159,0.112,2.0058,0.6955,0.3309,-0.8966,0.5888,1.5358,-0.6529,-0.8598
1avn,-1.6175,2.2975,-2.3846,-1.8338,-1.2307,-0.6373,-1.1285,0.293,-0.7259,-1.9179,-0.8142,-1.6435,1.1148,-0.7755,-0.827,-0.1445,-0.5381,-1.1732,-0.2237,-1.0318,-0.8739,-0.3853,1.1398
1ax0,-1.7236,2.2314,-3.1546,-0.8628,-0.9655,-1.5174,-1.1285,0.7877,-1.3849,-0.7115,0.4667,0.0318,1.2,-0.4241,-0.2493,-0.6784,1.0212,0.6317,-0.8966,0.0486,-0.8739,-0.3853,0.14
1axz,-2.3505,2.2689,-3.0846,-1.1517,-1.2195,-1.5731,-1.1285,0.6378,-1.3849,-0.8881,0.4228,-1.5125,1.6174,-0.4241,-0.6149,-1.2628,1.0053,0.6317,-0.8966,-0.2215,-0.8739,-0.3853,-0.8598
1b11,1.4532,0.1987,1.1054,0.5352,0.8477,0.5125,0.2022,0.05,1.2103,-0.3878,0.6136,0.9834,-1.0658,0.0703,0.0662,-0.3861,0.6503,0.3309,-0.2493,0.3187,2.3849,-0.6529,-0.8598
1b39,0.4348,2.7246,0.6354,1.151,0.4173,-0.2771,-1.1285,-0.7195,-0.9277,1.2894,1.1109,0.0663,0.0075,1.4589,2.9141,-1.2628,0.2485,2.7375,3.5878,3.0197,-0.8739,-0.3853,-0.8598
1b7h,1.2485,4.0121,1.7354,1.2025,0.4383,-1.7465,0.5538,5.1944,-1.3849,1.7014,2.1385,0.8956,0.3653,1.0687,1.8814,0.6112,1.5866,0.0301,-0.8966,0.5888,-0.0124,5.7691,0.14
