%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 18 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.8789943179045165
%.kernel.kernels[0].lengthscales: [4.13159317e+02 2.24585695e+04 1.10353569e+04 2.67031699e+03 3.05039881e+02 8.39384842e+02 1.23834285e+03 6.71884050e+03 1.25873608e+04 5.09672978e-03 1.11855102e+03 1.11012223e+03 2.32240972e+04 2.18262978e+04 4.01653646e-02 6.62833163e+01 2.96995006e+02 6.55883788e+01 3.05662937e-05 2.70215813e+04]
%.kernel.kernels[1].variance: 0.07264440936867207
%.likelihood.variance: 0.6788751851282135
%loglikelihood: -4314.566143672658
%RMSE:1.769
%Pearson_correlation_coefficient:0.623,P-value:0.000
%Spearman_correlation_coefficient:0.635,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4,cc_N.N_4
10gs,-0.1728,1.9026,-0.0152,0.1232,0.3565,-0.6651,-0.71,-0.0275,1.0108,0.6666,0.6505,0.7403,-0.833,1.0076,0.0199,0.4141,0.867,0.34,-0.8144,0.2401,1.5591,-0.6735,1.4559
1a30,-1.1380,1.7432,-2.1152,-0.0762,-0.3573,-1.9012,-0.3831,3.2457,-1.2349,0.0508,0.2315,0.4254,-0.3048,1.0371,0.2176,0.9048,1.4502,0.8506,-0.8144,0.6743,-0.3321,-0.6735,-0.7089
1a69,-0.0602,0.5014,-1.1152,-0.3155,-0.6157,-0.7708,-1.1943,-0.498,-0.5334,-0.0052,-0.1629,-0.1131,0.3787,-0.7054,-0.0108,-1.2881,0.2136,0.0847,-0.2267,0.2401,-0.8868,-0.4248,0.0127
1abf,-1.0975,0.2897,-0.9952,-1.0249,-1.2783,-0.769,-0.8961,0.4006,-1.2349,-0.8729,0.7829,-1.9364,1.6293,-0.7717,0.1019,-1.0888,0.2214,0.0847,-0.8144,-0.6283,-0.8868,-0.6735,-0.7089
1ai5,-2.0563,0.2914,-2.6952,-0.9487,-1.1519,-0.1446,-0.9522,0.4071,0.0157,-1.0968,-0.9206,-0.7569,0.301,1.0331,-0.8454,0.0286,-0.6781,-0.6813,-0.8144,-0.6283,-0.3976,-0.6735,-0.7089
1ajp,-1.5789,1.8875,-4.1852,-1.0821,-1.2099,-0.2938,-0.4054,0.3754,-0.4914,-1.1808,-0.8638,-0.7298,0.4564,1.0331,-1.0122,-0.2874,-0.0763,-0.1706,-0.8144,-0.8454,-0.8868,-0.4248,-0.7089
1ajq,-1.6209,0.5024,-2.1052,-1.3752,-1.3579,-0.0987,-0.6982,0.0658,-0.5344,-1.2368,-0.5469,-0.8744,1.14,1.0327,-0.8036,-0.3207,-0.6781,-0.6813,-0.8144,-1.2796,-0.6422,-0.6735,-0.7089
1apw,0.5421,1.9415,1.5848,0.5762,0.5372,0.3654,0.1091,4.671,-1.2349,0.6106,1.1246,1.7679,-0.0019,-0.8111,-0.194,1.6841,0.2906,0.0847,-0.8144,0.2401,1.3321,-0.6735,-0.7089
1avn,-1.5460,1.8962,-2.5152,-1.9288,-1.2833,-0.3526,-1.1943,0.1547,-0.6646,-2.0765,-0.9947,-2.0663,1.14,-1.1097,-0.8215,-0.2712,-0.6317,-1.1919,-0.2267,-1.0625,-0.8868,-0.4248,0.7343
1ax0,-1.3583,1.8884,-3.2852,-1.0488,-1.0551,-1.0342,-1.1943,0.5272,-1.2349,-0.9289,0.2331,-0.1832,1.2176,-0.7054,-0.4354,-0.7567,0.5341,0.34,-0.8144,-0.1941,-0.8868,-0.4248,0.0127
