%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 4 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 3.015620788294694
%.kernel.kernels[0].lengthscales: [4.13160447e+02 2.24585695e+04 1.10353569e+04 2.67031700e+03 3.05050898e+02 8.39384968e+02 1.23834292e+03 6.71884050e+03 1.25873608e+04 1.65942578e-03 1.11855117e+03 1.11012230e+03 2.32240972e+04 2.18262978e+04 4.01639355e-02 6.65786091e+01 2.96995688e+02 6.60301012e+01 2.83176239e-05 2.70215813e+04]
%.kernel.kernels[1].variance: 0.03785137634349775
%.likelihood.variance: 0.20449951483604528
%loglikelihood: -154.95152587252505
%RMSE:2.009
%Pearson_correlation_coefficient:0.508,P-value:0.000
%Spearman_correlation_coefficient:0.531,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4,cc_N.N_4
10gs,-0.0372,3.2446,0.1391,0.1618,0.3301,-0.6347,-0.6098,-0.0946,1.0956,0.7341,0.6802,0.7416,-0.8684,1.0682,-0.0382,0.3487,1.3889,0.3797,-0.8763,0.2226,1.2016,-0.692,1.2376
1a30,-1.0650,3.4584,-1.9609,-0.0561,-0.3821,-1.79,-0.2945,3.3267,-1.207,0.0431,0.2346,0.4184,-0.3205,1.1007,0.1446,0.8357,2.2173,0.9792,-0.8763,0.6996,-0.3311,-0.692,-0.8719
1a69,-0.2696,3.1264,-0.9609,-0.3176,-0.6401,-0.7335,-1.0769,-0.5863,-0.4877,-0.0197,-0.1849,-0.1343,0.3884,-0.8199,-0.0666,-1.3406,0.4608,0.0799,-0.2728,0.2226,-0.7807,-0.3775,-0.1688
1abf,-0.7783,3.2492,-0.8409,-1.0926,-1.3012,-0.7318,-0.7893,0.3529,-1.207,-0.9933,0.821,-2.0056,1.6856,-0.8931,0.0376,-1.1428,0.4718,0.0799,-0.8763,-0.7314,-0.7807,-0.692,-0.8719
1ai5,-0.8352,3.1710,-2.5409,-1.0094,-1.1751,-0.1482,-0.8434,0.3597,0.0754,-1.2445,-0.9908,-0.7951,0.3079,1.0963,-0.8385,-0.0338,-0.8058,-0.8193,-0.8763,-0.7314,-0.3842,-0.692,-0.8719
1ajp,-1.0545,3.1522,-4.0309,-1.1551,-1.233,-0.2876,-0.316,0.3266,-0.4446,-1.3388,-0.9303,-0.7672,0.469,1.0963,-0.9928,-0.3475,0.049,-0.2198,-0.8763,-0.9698,-0.7807,-0.3775,-0.8719
1ajq,-0.9378,3.1781,-1.9509,-1.4754,-1.3807,-0.1052,-0.5984,0.003,-0.4888,-1.4016,-0.5933,-0.9157,1.178,1.0959,-0.7998,-0.3805,-0.8058,-0.8193,-0.8763,-1.4468,-0.5825,-0.692,-0.8719
1apw,0.4053,3.7199,1.7391,0.6567,0.5105,0.3285,0.1802,4.8165,-1.207,0.6713,1.1844,1.7963,-0.0063,-0.9365,-0.2361,1.6091,0.5702,0.0799,-0.8763,0.2226,1.0176,-0.692,-0.8719
1avn,-0.5008,3.2708,-2.3609,-2.0803,-1.3062,-0.3426,-1.0769,0.0958,-0.6223,-2.3438,-1.0695,-2.139,1.178,-1.2656,-0.8164,-0.3314,-0.7398,-1.4189,-0.2728,-1.2083,-0.7807,-0.3775,0.5344
1ax0,-0.7271,3.1793,-3.1309,-1.1187,-1.0784,-0.9796,-1.0769,0.4852,-1.207,-1.0561,0.2363,-0.2062,1.2586,-0.82,-0.4593,-0.8132,0.916,0.3797,-0.8763,-0.2544,-0.7807,-0.3775,-0.1688
1axz,-1.1201,3.2573,-3.0609,-1.4048,-1.2966,-1.02,-1.0769,0.3672,-1.207,-1.2445,0.1916,-1.9878,1.6533,-0.82,-0.6853,-1.3406,0.8992,0.3797,-0.8763,-0.4929,-0.7807,-0.3775,-0.8719
1b11,-0.0214,3.1970,1.1291,0.2655,0.4792,0.4897,0.1927,-0.0955,1.0956,-0.7106,0.3861,0.8917,-0.8845,-0.1931,-0.2644,-0.5494,0.5223,0.0799,-0.2958,-0.0159,1.6512,-0.692,-0.8719
1b39,-0.5956,3.4553,0.6591,0.8752,0.1095,-0.0819,-1.0769,-0.7013,-0.8013,1.0796,0.893,-0.1663,0.1306,1.5677,1.4957,-1.3406,0.0955,2.478,3.1454,2.369,-0.7807,-0.3775,-0.8719
1b7h,-0.3113,4.4878,1.7591,0.9262,0.1275,-1.1455,0.5281,3.9544,-1.207,1.5192,1.9407,0.7903,0.469,1.0729,0.8575,0.3505,1.5165,-0.2198,-0.8763,0.2226,-0.1378,6.8573,-0.1688
